doc_id,message,Category,file_name
158,00159.b16f070a576c2eb1533aa9e2cf8e6b77,1,158
159,00160.cec5f611ae665ff0add6c4928d47f2be,1,159
160,00161.ae33257753c9bdaaadc9221347868496,1,160
161,00162.6d0397cc491b214db1e84e19bb49177a,1,161
162,00163.244a217b150d2129cbdc52b96d992382,1,162
163,00164.8536500ed9cadc8397a63b697d043c0b,1,163
164,00165.45db168e8e1a78a66972b9f50c47b6dc,1,164
165,00166.1b7ca83ece36a955e80c7f32efe5fd3d,1,165
166,00167.af33a21e8b279ee28d5e70a6ef1dc86a,1,166
167,00168.7422ce438a3d745e2cafb7430e5ddb0f,1,167
168,00169.86721d6b50e889ed39c7d302adb2a5ab,1,168
169,00170.33a973aa9bb7d122bdfbd96d44332996,1,169
170,00171.08c5c55e9c2b4062344655e9ee32b979,1,170
171,00172.7fe063c5f90c46934dc79a83d9fdabfe,1,171
172,00173.e10eb62e2c7808674c43d6a5e9e08a1c,1,172
173,00174.516721408a0d043ffc5258ecc49e907a,1,173
174,00175.e672ac062c93c15915d4d264c4282b47,1,174
175,00176.79f82496c612ea28f45f13ca5c47f8c2,1,175
176,00177.56ed33af0cb1d0f700cc2d26a866870b,1,176
177,00178.cdecf0f56ddc0bf61e922a131dc806c2,1,177
178,00179.2174c80cb3eff623dfc991e51a53eb99,1,178
179,00180.13a95a2542a0fd01ff24303561cca949,1,179
180,00181.a9ce64eb710cb3f00a7d7db7911291ab,1,180
181,00182.1b9ba0f95506a6f2bf256f40fad0687d,1,181
182,00183.38d9e73b56e7a59ca1472e08076a9b71,1,182
183,00184.ead42d7ed872c504c79928a5f0a2b2eb,1,183
184,00185.8ca19012fa3f2a906f23c3b41f11ffed,1,184
185,00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,1,185
186,00187.efd97ab2034b3384606e21db00014ecb,1,186
187,00188.3d145a97a4ccf05a36a1f2795b4c331d,1,187
188,00189.58d4489891c5ab450678438eb8cc4a3e,1,188
189,00190.dbaebac8c91d57cf7c9b9a431606ce54,1,189
190,00191.9ff80a41f015b7a6c409732e41c0df07,1,190
191,00192.e5a6bb15ae1e965f3b823c75e435651a,1,191
192,00193.c04ef77bc3dbaa5762760a6ea138df0e,1,192
193,00194.767c323b4ae7a4909397e42cbd0c56a4,1,193
194,00195.0a543c2780491168160570bb6708af86,1,194
195,00196.dd21040c7757d477c967ae71b537810e,1,195
196,00197.5a921df53d215a60d557c68754559e93,1,196
197,00198.aad7df5b8be674a0ce09c8040ef53f1e,1,197
198,00199.9be6cec49c53210152780926cdeb59ff,1,198
199,00200.bacd4b2168049778b480367ca670254f,1,199
200,00201.00020fc9911604f6cae7ae0f598ad29d,1,200
201,00202.d5b52386f66bd36cd1508319c82cf671,1,201
202,00203.3956f8506171ffd90a0060cafad4fdea,1,202
203,00204.a008813ddeb2d5febd1fc676c07e9760,1,203
204,00205.312e72065386636132fa6c4a1fde871e,1,204
205,00206.0c8362d7e86ddcaf39829800ac40e2ca,1,205
206,00207.0b71ac81a360455c1514f5872564b1e1,1,206
207,00208.369921416af87a0b70f133632131b184,1,207
208,00209.5276f967533f2ce0209c1eff631a86ff,1,208
209,00210.050ffd105bd4e006771ee63cabc59978,1,209
210,00211.d976c6049e8448e7c407c124b580e0ba,1,210
211,00212.a9947ad74a529a35d11538e1df60cd73,1,211
212,00213.8c42a1c257aa30ff3b3ba668cca59408,1,212
213,00214.1367039e50dc6b7adb0f2aa8aba83216,1,213
214,00215.f571ecd203e8d39296419bffc47e4a6a,1,214
215,00216.89c1ede0b81fb09f7334f47a5183410a,1,215
216,00217.43b4ef3d9c56cf42be9c37b546a19e78,1,216
217,00218.917ed95f5c90c1d9d15d2528b0bd1e79,1,217
218,00219.eaf6c0ff67706c784f67f5c1225028a1,1,218
219,00220.cf7d03e161582887dc589229e2896e26,1,219
220,00221.c4dfeecf0cacc9469540337f5baf69db,1,220
221,00222.77293b7002c5749b9d31a99b2f4e0366,1,221
222,00223.349b9b0748ee72bad60729ffaae2cc00,1,222
223,00224.0654fe0af51e1dcefa0eb66eb932f55f,1,223
224,00225.b1ca16fa2be1be1d68f5e3bf2603f3cb,1,224
225,00226.e0e2704cde3bbd561a98042f4a3baf5f,1,225
226,00227.1171cc6d8c586141b4110a2abdccba00,1,226
227,00228.cf58326ab05a757c7e759acc8d6b360d,1,227
228,00229.4c37dd3d98b8d6fb2694b6f83061ca5a,1,228
229,00230.214f8d9a756aee75e292056c1f65a005,1,229
230,00231.77a5d20da55f185c1bb7a3949332d364,1,230
231,00232.2d55046b9cf0b192ad6332545ef2a334,1,231
232,00233.a268478ca6f03604012ffff8dd3de396,1,232
233,00234.6b386bd178f4ae52c67b6c6d15ece489,1,233
234,00235.45b5f386cf62b5865d9d4440d8b78aab,1,234
235,00236.2772a068fff32e2f8d7f8a94bd9280cd,1,235
236,00237.9cee6fd8bdd653d21d92158e702adf50,1,236
237,00238.e3e16467d10137fa9a99b1701d76ae94,1,237
238,00239.2f1370f9cba5ab21297eadb2af40b051,1,238
239,00240.2ff7f745285653a238214d975859406b,1,239
240,00241.c28ade5771085a8fddd054a219566b7c,1,240
241,00242.e030c8b1f053037aeffb062f3a34b523,1,241
242,00243.c6e70273fe1cf9e56e26bb6bbeef415d,1,242
243,00244.5cac9708afd7f9f00e9bf64eeb127f0a,1,243
244,00245.f129d5e7df2eebd03948bb4f33fa7107,1,244
245,00246.4dc5830a5a3e1fda805613b61822bac8,1,245
246,00247.4f7c67c9792706fa90fe218d4b092b7a,1,246
247,00248.b243bca51ee69d6e428ca2f45f0fe41b,1,247
248,00249.5f45607c1bffe89f60ba1ec9f878039a,1,248
249,00250.32279787338af8a5de4cfbc0b837718e,1,249
250,00251.6b4b7e79e1706156839a00817d774e37,1,250
251,00252.7e355e0c5fd1de609684544262435579,1,251
252,00253.83b95b05e275286eddcf557ea581e754,1,252
253,00254.e3e30f2b37ef8db36aa652bb3e563b61,1,253
254,00255.aeff2fdf2ba6b8b49686df3575859a48,1,254
255,00256.edd9bfb44729edf3c4f177814fd8c9e1,1,255
256,00257.5c8ef87f8b11d2515df71a7fe46a70b6,1,256
257,00258.4af5bde7fabd4e797b85cf95bcbbb45a,1,257
258,00259.7b838a90b63541213eff9099e1a1aa3c,1,258
259,00260.c75ce8b8d8bfc55723426979d260bf61,1,259
260,00261.12b64e557e52daf5fc5a52e47df2f4e3,1,260
261,00262.678598cbe253f19239da03b65dac7392,1,261
262,00263.13fc73e09ae15e0023bdb13d0a010f2d,1,262
263,00264.02b614f34aa0d5970959123b9386b285,1,263
264,00265.d2acd28cf29d90c9b7a1297b219187b3,1,264
265,00266.3cf1dcf8df07100b1530493e11f80a25,1,265
266,00267.ef433fb350170f28a1567cbc24900e53,1,266
267,00268.9b64189b6da55d1e0a30026ca73eb0da,1,267
268,00269.e85c3ef79a5cf21ee1ef7b8df17760e1,1,268
269,00270.5dcd9ce3be2992222b9038d7bf75a23a,1,269
270,00271.85110ef4815c81ccea879857b0b062ed,1,270
271,00272.8353b9140b08dab4be0e8ce53f09172b,1,271
272,00273.0c7d73771d79e84e2aab8c909c5bb210,1,272
273,00274.ecb5ce751d8768ef609c171b84ca07a9,1,273
274,00275.4675c4cce2bf27adaafeef693d562f8b,1,274
275,00276.a6e447390e371ddba7cee092bb0ec98f,1,275
276,00277.64128ce1653bc4e1bde9ffe2f83db557,1,276
277,00278.b62c5fc23a2f87760696cb9fa51f073c,1,277
278,00279.1d58a13e343c1e53aca2ed2121a3f815,1,278
279,00280.026da2bd191f11081b8d8428134b0c66,1,279
280,00281.db28f3aab77ff478279d8de20d572b42,1,280
281,00282.0e230e05877f40a522bfb93aa3e314f3,1,281
282,00283.e8e42ee52f919afd2a453983f1256b1d,1,282
283,00284.4cdf4c9e9404c79c85ab5ac12ce39e85,1,283
284,00285.8a06c91fcdf4a1ae8ca928f3ef3feecb,1,284
285,00286.efd0b8f0c9c779b7a0ad93505c9b0bae,1,285
286,00287.b0495a4dbdff36654c3b3ee2f92bdbf3,1,286
287,00288.8c8bc71976c3b67d900ebd8eeab8a0f5,1,287
288,00289.61a681a72c71512f115ad65033acc7c9,1,288
289,00290.eb053a191b7509a9399aa16717630414,1,289
290,00291.7aa227e74e89bdd529a3875459d0d5a2,1,290
291,00292.dbf78a2aaa230d288eb80ab843804252,1,291
292,00293.f4e9fd5549f9063ad5559c094edf08f2,1,292
293,00294.df27a988d82cc82296e33e6d727ac47e,1,293
294,00295.b028688ce4ea3693f4ed591b8ca3f72e,1,294
295,00296.0087354f4bb7c4e756124632a4a7e80a,1,295
296,00297.3350c2dbbb0272c27b2c7773d7012356,1,296
297,00298.90b548a0816ca0783f012bb9c69166cc,1,297
298,00299.f786faed64bef7134e52fafa17ea861f,1,298
299,00300.834f370a21ca4f1774d5724b5443411c,1,299
300,00301.68fe7955b96d085360ca916289e8e716,1,300
301,00302.544366fa4cd0f5d210dd8443a1c2c95a,1,301
302,00303.22239f1393297a691eb5df3dfe7a5001,1,302
303,00304.ed5fbfc3e6f2be662f29f43f172a1fb3,1,303
304,00305.f80c21904d6d4f6facd036450a588b0d,1,304
305,00306.729a42414b91e9b2bddf273c514c50d7,1,305
306,00307.7ed50c6d80c6e37c8cc1b132f4a19e4d,1,306
307,00308.c80d7cb2a6981efac408b429d42d2b89,1,307
308,00309.d9efb4713f45f4e1237d3f9b757d0916,1,308
309,00310.3f652995aadb0bf696dd10c89ce30afc,1,309
310,00311.9797029f3ee441b00f3b7521e573cb96,1,310
311,00312.75c839d7d4f6da9e860a11b617904fb5,1,311
312,00313.fab744bfd5a128fca39b69df9811c086,1,312
313,00314.8f7993db02bde4d724e1eff9d2d35db1,1,313
314,00315.0ee82a2e087ffcf6efbd30b36499ead6,1,314
315,00316.311d11f764c6e452b2f0208b53b94ea2,1,315
316,00317.22fe43af6f4c707c4f1bdc56af959a8e,1,316
317,00318.7ce7e3cbbf4fa9c30a67b7ecdda2342e,1,317
318,00319.a99dff9c010e00ec182ed5701556d330,1,318
319,00320.20dcbb5b047b8e2f212ee78267ee27ad,1,319
320,00321.22ec127de780c31da00ae5e1c1aa32e4,1,320
321,00322.7d39d31fb7aad32c15dff84c14019b8c,1,321
322,00323.9e36bf05304c99f2133a4c03c49533a9,1,322
323,00324.6f320a8c6b5f8e4bc47d475b3d4e86ef,1,323
324,00325.58d1a52f435030dc38568bc12a3d76a2,1,324
325,00326.5ec68244bb085cb140deb79563abd7b3,1,325
326,00327.7f21bc8575786a0e00341a6407b9f286,1,326
327,00328.73c1a9f83d3b1247522c26eb6d74c215,1,327
328,00329.af4af411fb1268d1461b29fa2d2145a3,1,328
329,00330.c5f7346dec1e6fe6ed324d8e78a2b46e,1,329
330,00331.a61788d316e7393c8bbf8ee19b24c713,1,330
331,00332.580b62752adefb845db173e375271cb5,1,331
332,00333.4bb36a535cb3d738f30f985f1e10a786,1,332
333,00334.a1038f98abb76b403d068afb57bfb290,1,333
334,00335.f71c6e9b23487811a44e6aeaa50e73a5,1,334
335,00336.92409253178027f58e2c072a7e82791e,1,335
336,00337.813498483bc80a24c002e6e7e8e0f2cb,1,336
337,00338.a595ffbb6cbcf3a5058293051ebaabf4,1,337
338,00339.16bd110d8aa11e7d9398287c27b1b389,1,338
339,00340.520783fd73bb73df88d6effd04e1f55d,1,339
340,00341.99b463b92346291f5848137f4a253966,1,340
341,00342.0dab365fab3be83284b08ac5783335da,1,341
342,00343.37d895b3a54847548875136ad6b0192d,1,342
343,00344.17882edad13c2c761e6d8d99eef5a346,1,343
344,00345.613b3c2aeac033eebb379c91b8ce9fba,1,344
345,00346.1ae83883f566cdf6ff18958a33a215b3,1,345
346,00347.0958e79c14164f0f902d863f41156c0b,1,346
347,00348.1948d1e6b724e8abf4b8f0fc024ac627,1,347
348,00349.dd7982f40576ff4897c18efc813e38bf,1,348
349,00350.c2658f17a328efdf045b38ab38db472f,1,349
350,00351.fd1b8a6cd42e81125fb38c2660cd9317,1,350
351,00352.19a8ba03f566612e0b9e124609d9dbd0,1,351
352,00353.464ef65be6651440e15675faeb15a7ca,1,352
353,00354.dca4b8984863a76ffd01a33888498288,1,353
354,00355.e10c2eba9316a09e612e6675ce339d5e,1,354
355,00356.ea7eb32330fa6bf65270023c0d99e2c5,1,355
356,00357.b523d4209d633d6fdf86b93bc19e3aa2,1,356
357,00358.2cf55d91739f3530d1f4bc8bc9bc0b12,1,357
358,00359.4ab70de20a198b736ed01940c9745384,1,358
359,00360.3c1e6c84cb93d024c1f1aa85cd56ac9c,1,359
360,00361.e91ac048b0ede961d3f51009eee1c620,1,360
361,00362.be7a346be8746732d4dc27bc549d7441,1,361
362,00363.e6935b8f87c5984a5c6f6656afa1afb4,1,362
363,00364.11dba84b95e0471927d1ebc8ff0017ef,1,363
364,00365.da6795d02b44e4d5e168d62718f3e7c9,1,364
365,00366.f0bfcc3c84da11ae1154c6c593362f69,1,365
366,00367.9688cdee9dfe720c297672c8f60d998f,1,366
367,00368.2c1ab4bc7f408e0fcb22dca9b2d5a113,1,367
368,00369.845eeb9573484bd88a6a6224c7068d81,1,368
369,00370.549e569ab1b84fb13a4ea7d61f98f86d,1,369
370,00371.3bc80f63aa7c64a56eb77fc82ce22e7f,1,370
371,00372.4ebcb6306af1946c3ff1b2bc933e1203,1,371
372,00373.ebe8670ac56b04125c25100a36ab0510,1,372
373,00374.8942e17f10389fe620e1e96cba52c9aa,1,373
374,00375.1130c29a255fa277c5acbee4d08edacd,1,374
375,00376.f4ed5f002f9b6b320a67f1da9cacbe72,1,375
376,00377.e30c013b7392bf14f132258aa82b1b25,1,376
377,00378.143069173c8ee0047916f124032367d1,1,377
378,00379.f04dedf09dce65a80fbe1fd831abefd0,1,378
379,00380.a262abe251ca7cc3026e4e146d9cf817,1,379
380,00381.7d436777379ad18167e4614190b206cf,1,380
381,00382.98464d934c8402ef42e6dbdb07b18a65,1,381
382,00383.1aa9a8211d1de540d6e3852e230e5a9d,1,382
383,00384.2054d62f06fd10e4018a43e156b32acf,1,383
384,00385.51089b24dee5a89d38ee1b505b470c68,1,384
385,00386.6074f269f0bd1aec1546f9e654e8fcfe,1,385
386,00387.8562ea27520ea0fa6030679792f2fb72,1,386
387,00388.53eae0055e66fcb7194f9cca080fdefe,1,387
388,00389.6222f886a2658f890c49f1853beea193,1,388
389,00390.ce19abc8034db9e6b435d494a91db87a,1,389
390,00391.e2c76e9dc5ef65b90275138f73eb475b,1,390
391,00392.ffefdd973d6b1bf1243937030e3bd07f,1,391
392,00393.13d4d84cb98ea19954f895c629520bf8,1,392
393,00394.cca39f925676ecca947eaed2b600fe70,1,393
394,00395.f9df5b3574ef5ba6143c08a1fa301886,1,394
395,00396.6fc0d31374c02ec5614f503a09a37211,1,395
396,00397.1a99f98a5b996f99f3661e9609782932,1,396
397,00398.1939605e3c713ff2ef852b1fbf10b0bb,1,397
398,00399.cd1239166aa4d43f7c3127c3b48b3f18,1,398
399,00400.cc74b7994a7282f32ee2a3b7e3634d31,1,399
400,00401.309e29417819ce39d8599047d50933cc,1,400
401,00402.9fd8762dd436ec868d4c22a17d8ccc3d,1,401
402,00403.46d0face754b6bb7dce8b3ea560f75fb,1,402
403,00404.b4bbecbee92f735a845f589582e7695d,1,403
404,00405.3163fff27ff95b91afd656f0025c6a83,1,404
405,00406.05e2214fea602970426862295f9b4a2e,1,405
406,00407.7a447442b07fa08de0b69e907ce3ca53,1,406
407,00408.22230b84aee00e439ae1938e025d5005,1,407
408,00409.e59f63e813b6766a9a4ddf0790634ca3,1,408
409,00410.b3134c2bf520f95f9b90d4aef4fdd683,1,409
410,00411.fae7b15cc1f966d92c2cedc872893268,1,410
411,00412.700e6d74e5f886eb75017714a6aeb735,1,411
412,00413.28e8cb47d7429bf78c711079da50fcd4,1,412
413,00414.b2312673ca5358901c801eb44c00e310,1,413
414,00415.6faccf48ec514344fc850e8b3c154528,1,414
415,00416.bff1badad869f205fdb54f311f060734,1,415
416,00417.7b196fd20fd308e0afa9032ccb02474b,1,416
417,00418.6321175c76411371c109eafc99563d2c,1,417
418,00419.141092086514a246ff2ff8d4bc523400,1,418
419,00420.e208f7d65551c01efaa3b4ee4bc4df3c,1,419
420,00421.ca2fe949a956845a9ba81c649a7db6c0,1,420
421,00422.7d5baf3fe64de8647b41aeb820ada876,1,421
422,00423.bee32224fd8c9c8c06e2099d9c2adccd,1,422
423,00424.9acca894169b3162d76ebddb69097f3c,1,423
424,00425.1434e0ab4e5235b64825b4c2a0999d76,1,424
425,00426.36b36cbe96efe9001c4d80363ea7ed4e,1,425
426,00427.fa1252c91a3b89bb64bc2bc217725e26,1,426
427,00428.a7bbcb15affd49a93d516d5ed5700d66,1,427
428,00429.0061e48e64f9ce93ffae69bba9151357,1,428
429,00430.d2179c2841013fea688db8bbcf60b3b0,1,429
430,00431.12b2043fed99f1202eb0677969d1a61e,1,430
431,00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,1,431
432,00433.8ac2ba68fca4bccc0856abe31002a8e9,1,432
433,00434.8507c67a652e01636df9b92a0a397193,1,433
434,00435.69467ebbdbdd2d891624bf8fccda579f,1,434
435,00436.4ef1bd17d9202e4229485da7a47afd6c,1,435
436,00437.defdb75139dbe5cdd027cbab9f704a27,1,436
437,00438.41295e1df4b651b7611316331b8468e4,1,437
438,00439.6f4246a5e3336b6ecb5624e209e0b59f,1,438
439,00440.647d9eb44fd0cb069ea92be204966a8e,1,439
440,00441.77768298934252b2fa200e7d9482993b,1,440
441,00442.6a4db031f5561b90c04bb3d3aee31e85,1,441
442,00443.cac50573829d4df1111b6ead28212e73,1,442
443,00444.33afc8c1f9cea3100ca8502e8a785259,1,443
444,00445.94d3ccfafc541255ff46625091d333e4,1,444
445,00446.a54877313142d56c24d499d761c48fb1,1,445
446,00447.bd5eb01e94f6d127465bf325513b2516,1,446
447,00448.a6ac96e93ef03ec1a638c577c6940f5e,1,447
448,00449.7d33f465cb813806296901ee541841d6,1,448
449,00450.93d3d59fcdd0f8fda9ef4678535182e8,1,449
450,00451.5af88ff99e71a8984ac293c250b37d34,1,450
